user_id,account_id,intervention_id,pred_uplift,treatment_flag,collab_activated_flag
user_0000004,acct_00000,intv_0000000,0.1632470489427409,0,0.0
user_0000005,acct_00001,intv_0000001,0.1767803519776346,0,0.0
user_0000007,acct_00001,intv_0000002,-0.16167993300764993,0,1.0
user_0000008,acct_00001,intv_0000003,0.15715884952834847,0,0.0
user_0000011,acct_00001,intv_0000004,0.15715884952834847,0,0.0
user_0000012,acct_00002,intv_0000005,0.16623600212851897,1,1.0
user_0000014,acct_00002,intv_0000006,0.16623600212851897,1,0.0
user_0000016,acct_00002,intv_0000007,0.19745263268991853,1,1.0
user_0000020,acct_00002,intv_0000009,0.19309700547960018,1,1.0
user_0000021,acct_00002,intv_0000010,0.1705916293388372,1,0.0
user_0000023,acct_00003,intv_0000011,0.16623600212851897,1,1.0
user_0000029,acct_00003,intv_0000012,0.16623600212851897,1,0.0
user_0000034,acct_00003,intv_0000013,0.16623600212851897,0,0.0
user_0000035,acct_00003,intv_0000014,-0.16167993300764993,0,0.0
user_0000039,acct_00005,intv_0000015,0.1705916293388372,0,0.0
user_0000041,acct_00005,intv_0000016,0.15715884952834847,0,0.0
user_0000042,acct_00005,intv_0000017,0.1705916293388372,0,0.0
user_0000046,acct_00005,intv_0000018,0.15715884952834847,0,0.0
user_0000048,acct_00005,intv_0000020,0.1705916293388372,0,0.0
user_0000050,acct_00005,intv_0000021,0.1705916293388372,0,0.0
user_0000053,acct_00005,intv_0000022,-0.2082097756887959,0,0.0
user_0000054,acct_00005,intv_0000023,0.15715884952834847,0,0.0
user_0000060,acct_00005,intv_0000024,0.15715884952834847,1,0.0
user_0000061,acct_00005,intv_0000025,0.15715884952834847,1,1.0
user_0000063,acct_00006,intv_0000026,0.1705916293388372,0,1.0
user_0000068,acct_00006,intv_0000027,0.1705916293388372,0,0.0
user_0000069,acct_00006,intv_0000028,0.1705916293388372,0,0.0
user_0000073,acct_00007,intv_0000029,0.15715884952834847,0,0.0
user_0000075,acct_00007,intv_0000030,0.16623600212851897,0,0.0
user_0000077,acct_00008,intv_0000031,0.16623600212851897,1,0.0
user_0000082,acct_00008,intv_0000032,0.19974864025948552,0,0.0
user_0000087,acct_00009,intv_0000034,0.1928743308390607,0,0.0
user_0000093,acct_00010,intv_0000035,0.1980160680554114,1,0.0
user_0000097,acct_00010,intv_0000036,-0.0771934553566816,1,0.0
user_0000098,acct_00010,intv_0000037,0.19722995804937898,0,1.0
user_0000099,acct_00010,intv_0000038,0.17081430397937675,0,1.0
user_0000100,acct_00010,intv_0000039,-0.15710163115679215,0,1.0
user_0000102,acct_00010,intv_0000040,0.1705916293388372,0,0.0
user_0000104,acct_00010,intv_0000041,0.15715884952834847,0,0.0
user_0000107,acct_00010,intv_0000042,0.15715884952834847,0,0.0
user_0000108,acct_00010,intv_0000043,0.1705916293388372,1,0.0
user_0000109,acct_00010,intv_0000044,0.1817215662273276,0,0.0
user_0000113,acct_00011,intv_0000045,0.16623600212851897,0,1.0
user_0000118,acct_00011,intv_0000046,0.16623600212851897,1,0.0
user_0000122,acct_00012,intv_0000048,-0.0771934553566816,0,1.0
user_0000130,acct_00012,intv_0000049,0.16623600212851897,0,0.0
user_0000133,acct_00012,intv_0000051,0.17069215256324216,0,0.0
user_0000134,acct_00012,intv_0000052,0.16623600212851897,0,1.0
user_0000135,acct_00012,intv_0000053,0.1681882631924339,0,0.0
user_0000137,acct_00012,intv_0000054,0.19974864025948552,1,0.0
user_0000142,acct_00012,intv_0000055,0.16623600212851897,0,0.0
user_0000143,acct_00012,intv_0000056,0.16623600212851897,0,0.0
user_0000146,acct_00012,intv_0000057,0.16623600212851897,0,1.0
user_0000147,acct_00012,intv_0000058,0.16623600212851897,0,0.0
user_0000149,acct_00012,intv_0000059,0.17976930516341266,0,0.0
user_0000151,acct_00012,intv_0000060,0.18871922659540014,1,0.0
user_0000155,acct_00013,intv_0000061,0.15715884952834847,0,0.0
user_0000156,acct_00013,intv_0000062,0.19021313178812332,0,0.0
user_0000157,acct_00013,intv_0000063,0.15715884952834847,0,1.0
user_0000160,acct_00013,intv_0000064,0.1705916293388372,0,0.0
user_0000166,acct_00013,intv_0000065,0.1705916293388372,0,0.0
user_0000167,acct_00013,intv_0000066,0.17553284358853022,0,0.0
user_0000168,acct_00013,intv_0000067,0.15715884952834847,0,1.0
user_0000171,acct_00014,intv_0000068,0.1705916293388372,0,0.0
user_0000173,acct_00015,intv_0000069,0.20683302990092184,0,0.0
user_0000179,acct_00016,intv_0000071,0.1705916293388372,0,0.0
user_0000180,acct_00016,intv_0000072,0.1705916293388372,1,0.0
user_0000185,acct_00016,intv_0000073,0.1767803519776346,0,0.0
user_0000188,acct_00016,intv_0000074,0.1705916293388372,1,1.0
user_0000189,acct_00016,intv_0000075,0.1705916293388372,1,1.0
user_0000197,acct_00017,intv_0000076,-0.0771934553566816,0,0.0
user_0000198,acct_00017,intv_0000077,0.17081430397937675,1,0.0
user_0000199,acct_00017,intv_0000078,0.17667982875322963,0,0.0
user_0000200,acct_00017,intv_0000079,-0.17075708560782044,1,0.0
user_0000204,acct_00017,intv_0000080,0.1632470489427409,0,1.0
user_0000208,acct_00017,intv_0000081,0.1705916293388372,1,0.0
user_0000210,acct_00018,intv_0000082,0.1705916293388372,1,0.0
user_0000213,acct_00018,intv_0000084,0.16210006377804148,0,0.0
user_0000215,acct_00018,intv_0000085,0.17081430397937675,0,0.0
user_0000216,acct_00018,intv_0000086,0.15715884952834847,1,0.0
user_0000218,acct_00018,intv_0000087,-0.0771934553566816,0,1.0
user_0000222,acct_00018,intv_0000088,0.19307485380571837,0,0.0
user_0000223,acct_00019,intv_0000089,0.19745263268991853,1,0.0
user_0000224,acct_00019,intv_0000090,0.1705916293388372,0,0.0
user_0000225,acct_00019,intv_0000091,0.19722995804937898,0,1.0
user_0000229,acct_00020,intv_0000092,0.15715884952834847,0,0.0
user_0000230,acct_00020,intv_0000093,0.1928743308390607,0,0.0
user_0000232,acct_00021,intv_0000094,0.1705916293388372,0,0.0
user_0000236,acct_00021,intv_0000096,0.1705916293388372,0,0.0
user_0000238,acct_00021,intv_0000097,0.1632470489427409,0,0.0
user_0000242,acct_00021,intv_0000098,0.16210006377804148,0,0.0
user_0000244,acct_00021,intv_0000100,-0.15710163115679215,0,0.0
user_0000251,acct_00022,intv_0000104,-0.11464614543765705,0,1.0
user_0000252,acct_00022,intv_0000105,0.1705916293388372,0,0.0
user_0000254,acct_00022,intv_0000106,0.1705916293388372,0,0.0
user_0000256,acct_00022,intv_0000107,0.15715884952834847,0,1.0
user_0000259,acct_00023,intv_0000108,0.15715884952834847,0,0.0
user_0000260,acct_00023,intv_0000109,0.1817215662273276,0,1.0
user_0000261,acct_00023,intv_0000110,0.15715884952834847,0,0.0
user_0000262,acct_00023,intv_0000111,-0.0027603398887678376,0,0.0
user_0000270,acct_00023,intv_0000112,0.17081430397937675,0,0.0
user_0000273,acct_00024,intv_0000114,0.17667982875322963,0,1.0
user_0000274,acct_00024,intv_0000115,-0.10383178406722338,1,0.0
user_0000279,acct_00024,intv_0000116,-0.17075708560782044,0,0.0
user_0000289,acct_00024,intv_0000117,-0.1573243057973317,0,1.0
user_0000292,acct_00024,intv_0000118,-0.17075708560782044,1,0.0
user_0000297,acct_00025,intv_0000119,0.16623600212851897,0,0.0
user_0000298,acct_00025,intv_0000120,0.16623600212851897,0,0.0
user_0000299,acct_00026,intv_0000121,0.15715884952834847,0,0.0
user_0000304,acct_00026,intv_0000122,0.15715884952834847,1,0.0
user_0000309,acct_00027,intv_0000123,0.1705916293388372,0,0.0
user_0000312,acct_00028,intv_0000124,0.16623600212851897,1,0.0
user_0000313,acct_00028,intv_0000125,-0.04957145281822123,0,0.0
user_0000321,acct_00028,intv_0000126,0.15715884952834847,0,0.0
user_0000322,acct_00028,intv_0000127,0.16623600212851897,1,0.0
user_0000324,acct_00028,intv_0000128,-0.16145725836711045,1,0.0
user_0000325,acct_00028,intv_0000129,0.17069215256324216,0,1.0
user_0000326,acct_00028,intv_0000130,0.16623600212851897,0,0.0
user_0000327,acct_00028,intv_0000131,0.16623600212851897,0,0.0
user_0000329,acct_00028,intv_0000132,0.1723242015429114,0,0.0
user_0000334,acct_00028,intv_0000133,0.16623600212851897,0,0.0
user_0000338,acct_00030,intv_0000134,0.16623600212851897,0,0.0
user_0000342,acct_00030,intv_0000136,-0.10383178406722338,1,0.0
user_0000343,acct_00030,intv_0000137,0.16210006377804148,1,0.0
user_0000344,acct_00030,intv_0000138,0.1907987188274981,0,0.0
user_0000345,acct_00031,intv_0000139,0.1632470489427409,0,0.0
user_0000346,acct_00031,intv_0000140,-0.2082097756887959,0,0.0
user_0000349,acct_00031,intv_0000141,0.1767803519776346,1,1.0
user_0000360,acct_00032,intv_0000142,0.1705916293388372,0,0.0
user_0000361,acct_00032,intv_0000143,0.1841249323737309,1,1.0
user_0000363,acct_00032,intv_0000144,0.1705916293388372,0,0.0
user_0000364,acct_00033,intv_0000145,0.16623600212851897,0,0.0
user_0000365,acct_00033,intv_0000146,0.16623600212851897,0,1.0
user_0000374,acct_00035,intv_0000147,0.17117721637821198,0,0.0
user_0000377,acct_00035,intv_0000148,0.16623600212851897,0,0.0
user_0000379,acct_00036,intv_0000150,0.15715884952834847,1,0.0
user_0000385,acct_00036,intv_0000151,0.17575551822906976,0,0.0
user_0000390,acct_00036,intv_0000152,0.1705916293388372,0,0.0
user_0000393,acct_00036,intv_0000153,0.1705916293388372,0,0.0
user_0000396,acct_00036,intv_0000154,0.1705916293388372,0,0.0
user_0000398,acct_00036,intv_0000155,-0.2082097756887959,0,1.0
user_0000401,acct_00036,intv_0000156,0.1705916293388372,0,0.0
user_0000402,acct_00036,intv_0000157,-0.2082097756887959,1,0.0
user_0000403,acct_00036,intv_0000158,0.1841249323737309,0,0.0
user_0000404,acct_00036,intv_0000159,0.1705916293388372,1,0.0
user_0000406,acct_00036,intv_0000160,0.17667982875322963,0,0.0
user_0000408,acct_00037,intv_0000161,0.1841249323737309,0,0.0
user_0000409,acct_00038,intv_0000162,0.1798669470555394,0,0.0
user_0000411,acct_00038,intv_0000163,0.19366044084509315,0,1.0
user_0000412,acct_00038,intv_0000164,0.16623600212851897,0,0.0
user_0000417,acct_00039,intv_0000165,0.1632470489427409,0,0.0
user_0000422,acct_00039,intv_0000166,0.1705916293388372,0,1.0
user_0000424,acct_00040,intv_0000167,-0.0771934553566816,0,1.0
user_0000425,acct_00040,intv_0000168,0.1705916293388372,1,0.0
user_0000426,acct_00040,intv_0000169,0.1632470489427409,1,1.0
user_0000428,acct_00040,intv_0000170,0.1705916293388372,0,0.0
user_0000429,acct_00040,intv_0000171,-0.17075708560782044,0,1.0
user_0000435,acct_00041,intv_0000172,0.19307485380571837,0,0.0
user_0000438,acct_00041,intv_0000174,0.1705916293388372,1,0.0
user_0000441,acct_00042,intv_0000175,0.1705916293388372,0,1.0
user_0000442,acct_00042,intv_0000176,0.2096947519185169,0,0.0
user_0000444,acct_00042,intv_0000177,0.15715884952834847,0,0.0
user_0000445,acct_00042,intv_0000178,0.16210006377804148,0,0.0
user_0000446,acct_00042,intv_0000179,0.1767803519776346,0,0.0
user_0000447,acct_00042,intv_0000180,0.1705916293388372,0,1.0
user_0000448,acct_00042,intv_0000181,-0.11464614543765705,1,1.0
user_0000453,acct_00042,intv_0000182,0.15715884952834847,0,0.0
user_0000458,acct_00042,intv_0000183,0.17081430397937675,1,0.0
user_0000459,acct_00042,intv_0000184,0.15715884952834847,1,0.0
user_0000463,acct_00042,intv_0000185,-0.14128447414819884,1,0.0
user_0000465,acct_00043,intv_0000186,0.15715884952834847,1,0.0
user_0000466,acct_00043,intv_0000187,0.16210006377804148,0,0.0
user_0000467,acct_00043,intv_0000188,0.15715884952834847,1,1.0
user_0000469,acct_00043,intv_0000189,0.16623600212851897,1,0.0
user_0000473,acct_00043,intv_0000190,0.16623600212851897,0,0.0
user_0000475,acct_00043,intv_0000191,-0.0771934553566816,1,0.0
user_0000476,acct_00043,intv_0000192,0.19745263268991853,0,0.0
user_0000477,acct_00043,intv_0000193,0.16623600212851897,0,0.0
user_0000480,acct_00043,intv_0000194,0.2024774026906036,0,0.0
user_0000482,acct_00043,intv_0000195,0.19722995804937898,1,0.0
user_0000485,acct_00044,intv_0000196,0.19745263268991853,1,1.0
user_0000486,acct_00044,intv_0000197,-0.1945543212377676,0,1.0
user_0000488,acct_00044,intv_0000198,0.1705916293388372,1,1.0
user_0000491,acct_00044,intv_0000199,0.15715884952834847,1,0.0
user_0000493,acct_00045,intv_0000201,0.16623600212851897,0,1.0
user_0000495,acct_00045,intv_0000202,0.16623600212851897,0,0.0
user_0000496,acct_00045,intv_0000203,0.16623600212851897,0,0.0
user_0000498,acct_00046,intv_0000204,0.17553284358853022,0,0.0
user_0000499,acct_00046,intv_0000205,0.1705916293388372,0,0.0
user_0000500,acct_00046,intv_0000206,-0.17075708560782044,1,0.0
user_0000501,acct_00046,intv_0000207,0.17667982875322963,0,0.0
user_0000502,acct_00046,intv_0000208,-0.17053441096728095,0,0.0
user_0000505,acct_00046,intv_0000209,0.15715884952834847,1,1.0
user_0000506,acct_00046,intv_0000210,-0.10383178406722338,0,1.0
user_0000507,acct_00046,intv_0000211,0.15715884952834847,0,0.0
user_0000509,acct_00046,intv_0000212,0.19722995804937898,1,1.0
user_0000510,acct_00046,intv_0000213,0.1705916293388372,0,1.0
user_0000513,acct_00046,intv_0000214,-0.0771934553566816,0,1.0
user_0000515,acct_00046,intv_0000215,0.15715884952834847,0,1.0
user_0000518,acct_00046,intv_0000216,0.1705916293388372,0,0.0
user_0000519,acct_00046,intv_0000217,0.15715884952834847,0,1.0
user_0000526,acct_00046,intv_0000219,0.15715884952834847,0,0.0
user_0000527,acct_00046,intv_0000220,0.1817215662273276,0,0.0
user_0000530,acct_00046,intv_0000222,0.16210006377804148,0,0.0
user_0000534,acct_00046,intv_0000223,0.1841249323737309,0,0.0
user_0000536,acct_00046,intv_0000224,0.1705916293388372,0,0.0
user_0000537,acct_00046,intv_0000225,-0.15710163115679215,1,1.0
user_0000539,acct_00046,intv_0000226,0.17667982875322963,1,1.0
user_0000541,acct_00046,intv_0000227,0.1705916293388372,0,0.0
user_0000543,acct_00046,intv_0000228,0.15715884952834847,0,0.0
user_0000545,acct_00047,intv_0000229,0.15715884952834847,0,0.0
user_0000546,acct_00047,intv_0000230,0.15715884952834847,0,0.0
user_0000547,acct_00047,intv_0000231,0.20410426746980376,0,0.0
user_0000548,acct_00047,intv_0000232,0.1705916293388372,1,1.0
user_0000551,acct_00047,intv_0000233,-0.17075708560782044,0,0.0
user_0000552,acct_00047,intv_0000234,0.1705916293388372,1,0.0
user_0000554,acct_00047,intv_0000235,0.19722995804937898,1,0.0
user_0000555,acct_00047,intv_0000236,0.15715884952834847,0,0.0
user_0000557,acct_00047,intv_0000237,0.1681882631924339,0,1.0
user_0000558,acct_00047,intv_0000238,0.1705916293388372,1,0.0
user_0000563,acct_00047,intv_0000239,0.15715884952834847,0,1.0
user_0000574,acct_00047,intv_0000240,-0.17075708560782044,1,1.0
user_0000576,acct_00047,intv_0000241,0.1705916293388372,0,0.0
user_0000577,acct_00047,intv_0000242,0.15715884952834847,0,0.0
user_0000578,acct_00047,intv_0000243,0.1705916293388372,0,0.0
user_0000580,acct_00047,intv_0000244,-0.1573243057973317,1,1.0
user_0000583,acct_00048,intv_0000245,0.1705916293388372,0,1.0
user_0000584,acct_00048,intv_0000246,0.1767803519776346,1,0.0
user_0000590,acct_00049,intv_0000248,0.15715884952834847,0,0.0
user_0000591,acct_00049,intv_0000249,0.19722995804937898,0,0.0
user_0000601,acct_00051,intv_0000250,0.16623600212851897,1,1.0
user_0000604,acct_00051,intv_0000252,0.1767803519776346,0,0.0
user_0000605,acct_00051,intv_0000253,0.19366044084509315,0,0.0
user_0000606,acct_00051,intv_0000254,0.17117721637821198,1,1.0
user_0000609,acct_00051,intv_0000255,0.16623600212851897,0,0.0
user_0000613,acct_00051,intv_0000256,0.16623600212851897,0,0.0
user_0000615,acct_00051,intv_0000257,0.16623600212851897,1,0.0
user_0000616,acct_00051,intv_0000258,0.19722995804937898,1,1.0
user_0000619,acct_00052,intv_0000259,0.17117721637821198,0,1.0
user_0000626,acct_00053,intv_0000260,0.1705916293388372,0,0.0
user_0000627,acct_00053,intv_0000261,-0.16145725836711045,1,1.0
user_0000629,acct_00053,intv_0000262,0.16623600212851897,1,0.0
user_0000632,acct_00054,intv_0000264,0.16623600212851897,1,1.0
user_0000634,acct_00054,intv_0000265,0.16210006377804148,1,0.0
user_0000635,acct_00054,intv_0000266,0.15715884952834847,0,0.0
user_0000641,acct_00054,intv_0000267,-0.0771934553566816,0,1.0
user_0000643,acct_00054,intv_0000268,0.16623600212851897,0,0.0
user_0000644,acct_00054,intv_0000269,0.1705916293388372,1,0.0
user_0000645,acct_00054,intv_0000270,0.16623600212851897,0,0.0
user_0000646,acct_00055,intv_0000271,0.1934002500904331,1,1.0
user_0000651,acct_00055,intv_0000272,0.15715884952834847,1,1.0
user_0000652,acct_00055,intv_0000273,0.19309700547960018,0,0.0
user_0000653,acct_00055,intv_0000274,0.1767803519776346,0,0.0
user_0000658,acct_00056,intv_0000275,-0.11464614543765705,1,0.0
user_0000661,acct_00056,intv_0000276,0.17563336681293518,1,0.0
user_0000663,acct_00056,intv_0000277,0.1705916293388372,0,0.0
user_0000666,acct_00056,intv_0000278,0.1705916293388372,0,0.0
user_0000667,acct_00056,intv_0000279,0.1705916293388372,0,0.0
user_0000669,acct_00056,intv_0000280,0.15715884952834847,1,0.0
user_0000672,acct_00056,intv_0000281,0.17081430397937675,0,0.0
user_0000673,acct_00057,intv_0000282,0.17081430397937675,1,1.0
user_0000674,acct_00057,intv_0000283,0.1705916293388372,1,0.0
user_0000675,acct_00057,intv_0000284,-0.11464614543765705,0,1.0
user_0000677,acct_00058,intv_0000285,0.1705916293388372,0,0.0
user_0000679,acct_00058,intv_0000286,0.1705916293388372,1,1.0
user_0000680,acct_00058,intv_0000287,0.16210006377804148,1,0.0
user_0000681,acct_00059,intv_0000288,0.19722995804937898,1,0.0
user_0000685,acct_00059,intv_0000289,0.1817215662273276,0,0.0
user_0000687,acct_00059,intv_0000291,0.19722995804937898,0,0.0
user_0000689,acct_00059,intv_0000292,0.1705916293388372,0,0.0
user_0000700,acct_00062,intv_0000294,0.16645867676905846,0,0.0
user_0000703,acct_00062,intv_0000295,0.16623600212851897,1,0.0
